movieId,imdbId,tmdbId,title,popularity,vote_average,vote_count,genres,keywords,directors,actors
6952,348836,4970.0,Gothika,10.939066,5.8,643.0,Horror|Thriller,amnesia|mental institution|patient|trust|false accusation|medic|gothic|mental illness,Mathieu Kassovitz,Halle Berry|Robert Downey Jr.|Charles S. Dutton|Penélope Cruz|John Carroll Lynch|Bernard Hill|Dorian Harewood|Kathleen Mackey|Matthew G. Taylor|Andrea Sheldon|Bronwen Mantel
6953,315733,470.0,21 Grams,6.372278,7.2,943.0,Drama|Crime|Thriller,life and death|transplant|suicide attempt|desperate|loss of family|ex-detainee|sadness|rage and hate|car crash,Alejandro González Iñárritu,Sean Penn|Naomi Watts|Benicio del Toro|Danny Huston|Carly Nahon|Claire Pakis|Eddie Marsan|Melissa Leo|Charlotte Gainsbourg|Clea DuVall|Teresa Delgado|Denis O'Hare|John Rubinstein|Marc Musso|Tony Vaughn|Paul Calderon|Trent Dee|Loyd Keith Salter|Carlo Alban|Annie Corley|Catherine Dent|Anastasia Herin|Arita Trahan|Roberto Medina|Tom Irwin|Lew Temple|Charlie B. Brown
6954,338135,11042.0,The Barbarian Invasions,4.125182,6.7,80.0,Comedy|Crime|Drama,father son relationship|socialism|yuppie|professor|dying and death|cancer|money|universe|illness|dying|family conflict|friend,Denys Arcand,Rémy Girard|Stéphane Rousseau|Marie-Josée Croze|Dorothée Berryman|Louise Portal|Dominique Michel|Pierre Curzi|Yves Jacques|Marina Hands|Sophie Lorain|Johanne-Marie Tremblay|Mitsou Gélinas|Isabelle Blais|Markita Boies|Micheline Lanctôt|Denis Bouchard|Sylvie Drapeau|Dominic Darceuil|Yves Desgagnés|Gilles Pelletier|Jean-René Ouellet|Lise Roy|Macha Grenon|Gaston Lepage|Daniel Brière|Sébastien Huberdeau|Rose-Maïté Erkoreka|Roy Dupuis|Sébastien Ricard|Bonnie Mak|Frédéric Gilles|Denys Arcand|David Gow|Dawn Lambing|Valérie Jeanneret|Valérie Wiseman|François Domerc|Julie Beauchemin|Fanny Mallette
6957,307987,10147.0,Bad Santa,10.930143,6.4,666.0,Drama|Comedy|Crime,holiday|elves|christmas party|department store|safe|drink|little people|christmas eve|christmas,Terry Zwigoff,Billy Bob Thornton|Tony Cox|Brett Kelly|Bernie Mac|John Ritter|Lauren Graham|Lauren Tom|Octavia Spencer|Cloris Leachman|Lorna Scott|Billy Gardell|Alex Borstein|Kerry Rossall|Curtis Taylor|Ajay Naidu|Harrison Bieker|Dylan Charles|Alexandra Korhan|Lisa Ross
6958,338094,10756.0,The Haunted Mansion,11.605735,5.1,481.0,Thriller|Fantasy|Comedy|Family|Mystery,secret passage|magic|estate agent|haunted house|family vacation|ghost|aftercreditsstinger,Rob Minkoff,Eddie Murphy|Terence Stamp|Nathaniel Parker|Marsha Thomason|Jennifer Tilly|Dina Spybey-Waters|Wallace Shawn|Marc John Jefferies|Jim Doughan|Rachael Harris|Steve Hytner|Aree Davis|Heather Juergensen|Jeremy Howard|Deep Roy|Clayton Martinez|Bridget Brno|Gregg London|John Alexander|Zach Minkoff|Shelby Grimm|Harry J. Campbell|William T. Lewis|Tim Reeder|Bob Hartley
6959,300556,9562.0,Timeline,6.982761999999999,5.4,324.0,Action|Adventure|Science Fiction,professor|time travel|quantum mechanics|excavation|knight|medieval times,Richard Donner,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis|Anna Friel|Neal McDonough|Matt Craven|Ethan Embry|Michael Sheen|Lambert Wilson|Marton Csokas|Rossif Sutherland|David La Haye|Steve Kahan|Christian Tessier
6961,104237,11012.0,Damage,6.384589,6.7,76.0,Drama|Romance,father son relationship|loss of brother|brother sister relationship|longing|politician|in flagranti|extramarital affair,Louis Malle,Jeremy Irons|Juliette Binoche|Miranda Richardson|Rupert Graves|Peter Stormare|Gemma Clarke|Ian Bannen|Julian Fellowes|Leslie Caron|Tony Doyle|Ray Gravell|Susan Engel|David Thewlis|Benjamin Whitrow|Jeff Nuttall|Roger Llewellyn|Jason Morell|Barry Stearn|Linda Delapena|Francine Stock|Henry Power|Simon De Deney|Luc Etienne
6963,293088,30068.0,Devil's Playground,1.078421,6.7,14.0,Documentary,amish|woman director,Lucy Walker,Velda Bontrager|Mark Bontrager|Dewayne Chupp|Dylan Cole|Matt Eash|Sally Fisher|Marty Fry|John Groff|Lisa Groff|Andy Herschberger|Joann Hochstetler|Jesse Kaufman|Carol Lambright|Dale Lambright|Ervin Lambright
6964,88987,40913.0,Dance with a Stranger,2.050411,5.5,13.0,Crime|Drama,london england|nightclub|based on true story|murder|romance|capital punishment|crime|single mother|true crime|older woman younger man relationship|shooting|1950s,Mike Newell,Miranda Richardson|Rupert Everett|Ian Holm|Stratford Johns|Joanne Whalley|Tom Chadbon|Jane Bertish|David Troughton|Matthew Carroll|David Beale|Charon Bourke|Lesley Manville
6966,99365,9556.0,Darkman,8.899417999999997,6.2,304.0,Action|Science Fiction|Crime,corrupt|experience|burn|mask|gangster boss|los angeles|mad|outsider|disfigured,Sam Raimi,Liam Neeson|Frances McDormand|Colin Friels|Larry Drake|Nelson Mashita|Jessie Lawrence Ferguson|Rafael H. Robledo|Dan Hicks|Ted Raimi|Dan Bell|Nicholas Worth|Aaron Lustig|Arsenio 'Sonny' Trinidad|John Landis|Bruce Campbell|William Lustig|Scott Spiegel|Professor Toru Tanaka|Jenny Agutter|Ethan Coen|Joel Coen
6970,50307,24203.0,Desk Set,2.007373,6.9,28.0,Comedy|Romance,office|computer,Walter Lang,Spencer Tracy|Katharine Hepburn|Gig Young|Joan Blondell|Dina Merrill|Sue Randall|Neva Patterson|Ida Moore|Nicholas Joy|Harry Ellerbe|Diane Jergens|Merry Anders|Sammy Ogg|Jesslyn Fax
6971,101829,9065.0,Europa,3.16238,7.3,71.0,Thriller|Drama,train station|in love with enemy|world war ii|hypnosis|postwar period|allies|employee|travel,Lars von Trier,Jean-Marc Barr|Barbara Sukowa|Udo Kier|Ernst-Hugo Järegård|Max von Sydow|Erik Mørk|Henning Jensen|Eddie Constantine|Baard Owe|Lars von Trier|Benny Poulsen|Erno Müller|Dietrich Kuhlbrodt|Holger Perfort|Anne Werner Thomsen|Hardy Rafn|Jørgen Reenberg
6974,99615,10168.0,The Freshman,4.470254,6.4,69.0,Comedy|Crime,affection|spoof|dinner|vermont|cornfield|poster,Andrew Bergman,Marlon Brando|Matthew Broderick|Bruno Kirby|Penelope Ann Miller|Frank Whaley|David Stratton|Jon Polito|Kenneth Welsh|Richard Gant|Jefferson Mappin|Maximilian Schell
6975,119167,10234.0,Funny Games,9.314129,7.3,385.0,Drama|Horror|Thriller,sadism|hostage-taking|serial kiler,Michael Haneke,Ulrich Mühe|Susanne Lothar|Arno Frisch|Frank Giering|Stefan Clapczynski|Doris Kunstmann|Christoph Bantzer|Wolfgang Glück|Susanne Meneghel|Monika Zallinger
6977,102526,10952.0,New Jack City,12.979446,6.3,134.0,Thriller|Crime|Drama,drug deal|undercover agent|gang leader|crack|cop,Mario Van Peebles,Wesley Snipes|Ice-T|Allen Payne|Chris Rock|Mario Van Peebles|Michael Michele|Bill Nunn|Russell Wong|Bill Cobbs|Christopher Williams|Judd Nelson|Tracy Camilla Johns|Anthony DeSando|Nick Ashford|Vanessa Williams|Thalmus Rasulala|Flavor Flav|Phyllis Yvonne Stickney|John Aprea|Fab 5 Freddy|Gregg Smrz|Marcella Lowery|Christopher Michael|Keith Sweat|Kelly Jo Minter|Tina Lifford|Thelma Louise Carter
6978,102943,14022.0,Slacker,4.520146,6.4,79.0,Comedy,moon|philosophy|burglar|texas|dream|atomic bomb|tent|anarchist|telescope|ufo|independent film|cigarette smoke|african american|writer|cafe|sunglasses|hit and run|dallas texas|twenty something|anarchic comedy,Richard Linklater,Richard Linklater|Mark James|Jerry Delony
6979,86567,860.0,WarGames,8.321647,7.0,517.0,Thriller|Science Fiction,video game|artificial intelligence|fbi|cold war|hacker|prosecution|governer|computer|nuclear threat,John Badham,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin|Juanin Clay|Kent Williams|Dennis Lipscomb|Joe Dorsey|Irving Metzman|Michael Ensign|William Bogert|Susan Davis|James Tolkan|David Clover|Drew Snyder|John Garber|Duncan Wilmore|Billy Ray Sharkey|John Spencer|Michael Madsen|Erik Stern|Gary Bisig|Gary Sexton|Jason Bernard|Frankie Hill|Jesse D. Goins|Alan Blumenfeld|Len Lawson|Maury Chaykin|Eddie Deezen|Stack Pierce|William H. Macy
6981,48452,48035.0,Ordet,3.132172,7.8,66.0,Drama,faith|independent film|religion|pregnant wife,Carl Theodor Dreyer,Birgitte Federspiel|Henrik Malberg|Emil Hass Christensen|Ejner Federspiel|Kirsten Andreasen|Sylvia Eckhausen|Ann Elisabeth Groth|Cay Kristiansen|Preben Lerdorff Rye|Gerda Nielsen|Ove Rud|Susanne Rud|Henry Skjær|Edith Trane
6982,43686,5000.0,Forbidden Games,3.936747,7.8,68.0,Drama|History,france|world war ii|foster parents|funeral|postwar period|dead animal|death|cross|abandoned,René Clément,Brigitte Fossey|Georges Poujouly|Amédée|Laurence Badie|Suzanne Courtal|Lucien Hubert|Madeleine Barbulée|Jacques Marin|Pierre Merovée|Denise Péronne
6983,36969,22744.0,Jane Eyre,2.188029,6.6,29.0,Drama|Romance,love triangle,Robert Stevenson,Orson Welles|Joan Fontaine|Margaret O'Brien|Peggy Ann Garner|John Sutton|Sara Allgood|Henry Daniell|Agnes Moorehead|Aubrey Mather|Edith Barrett|Barbara Everest|Hillary Brooke|Elizabeth Taylor|Billy Bevan|Adele Jergens|Mae Marsh|Erskine Sanford|John Abbott
6985,19254,780.0,The Passion of Joan of Arc,8.903953,8.2,159.0,Drama|History,judge|heresy|court case|suffering|sentence|torture chamber|religion|trial|mental illness|dove|silent film|catholicism|joan of arc|forgery|judiciary,Carl Theodor Dreyer,Maria Falconetti|Eugene Silvain|André Berley|Antonin Artaud|Jean d'Yd|Louis Ravet|Armand Lurville|Jacques Arnna|Alexandre Mihalesco|Léon Larive|Maurice Schutz|Michel Simon|Jean Aymé|Paul Jorge|Raymond Narlay|Gilbert Dalleu|Marie Lacroix|Jean Aymé|Gilbert Dacheux|Paul Delauzac|Dimitri Dimitriev|Fournez-Goffard|Henri Gaultier|Henri Maillard
6986,16641,31510.0,Ben-Hur: A Tale of the Christ,2.301098,7.3,20.0,Adventure|Drama,revenge|silent film|seductress|sea battle|spectacle|enslavement|femme fatale,Charles Brabin|Rex Ingram|Christy Cabanne|Fred Niblo|J.J. Cohn,Ramon Novarro|Francis X. Bushman|May McAvoy|Carmel Myers|Nigel De Brulier|Claire McDowell|Kathleen Key|Frank Currier|Betty Bronson|Winter Hall|Mitchell Lewis|Leo White|Charles Belcher|Dale Fuller
6987,10323,234.0,The Cabinet of Dr. Caligari,7.191271,7.7,279.0,Drama|Horror|Thriller|Crime,insane asylum|silent film|unreliable narrator|madman|secret,Robert Wiene,Werner Krauss|Conrad Veidt|Friedrich Fehér|Lil Dagover|Hans Heinrich von Twardowski|Rudolf Lettinger|Henri Peters-Arnolds|Rudolf Klein-Rogge|Hans Lanser-Rudolf|Ludwig Rex|Elsa Wagner
6989,85615,8289.0,Gorky Park,4.598954,6.4,62.0,Thriller|Crime|Drama,cold war|kgb|politician|suspense,Michael Apted,William Hurt|Lee Marvin|Brian Dennehy|Joanna Pacula|Michael Elphick|Ian McDiarmid|Rikki Fulton|Richard Griffiths|Alexei Sayle
6990,79240,11583.0,The First Great Train Robbery,5.393807,6.6,74.0,Thriller|Adventure|Drama|Crime,british history|piano player|opening action scene,Michael Crichton,Sean Connery|Donald Sutherland|Lesley-Anne Down|Alan Webb|Malcolm Terris|Robert Lang|Michael Elphick|Wayne Sleep|Pamela Salem|Gabrielle Lloyd|James Cossins|John Bett|Janine Duvitski|Noel Johnson|Peter Butterworth|Patrick Barr|Hubert Rees|Brian de Salvo|André Morell|Donald Churchill|Brian Glover|Joe Cahill|Cecil Nash
6991,87365,11002.0,"Greystoke: The Legend of Tarzan, Lord of the Apes",4.627865,6.0,111.0,Adventure|Drama|Action|Romance,england|baby|civilization|shipwreck|tarzan|stranded|monkey,Hugh Hudson,Christopher Lambert|Andie MacDowell|Ralph Richardson|Ian Holm|James Fox|Richard Griffiths|Cheryl Campbell|Ian Charleson|Nigel Davenport|Nicholas Farrell|Paul Geoffrey|Hilton McRae|David Suchet|Ravinder|John Wells|Paul Brooke
6992,109951,6472.0,Guarding Tess,8.847461000000003,5.9,86.0,Comedy|Drama|Thriller,bodyguard|national security agency (nsa)|celebrity|security guard,Hugh Wilson,Nicolas Cage|Shirley MacLaine|Austin Pendleton|Edward Albert|James Rebhorn|Richard Griffiths|John Roselius|David Graf|Don Yesso|Brant von Hoffman|Harry Lennix|Susan Blommaert
6993,91167,5143.0,Hannah and Her Sisters,9.57874,7.6,224.0,Comedy|Drama,writing|opera|thanksgiving|hypochondriac|television producer|architecture|singing|new york city|relationship|art|fear of dying,Woody Allen,Woody Allen|Michael Caine|Mia Farrow|Carrie Fisher|Barbara Hershey|Lloyd Nolan|Maureen O'Sullivan|Daniel Stern|Max von Sydow|Dianne Wiest|Lewis Black|Christian Clemenson|Joanna Gleason|Richard Jenkins|Julie Kavner|Julia Louis-Dreyfus|Rusty Magee|Fred Melamed|Leo Postrel|Tony Roberts|Bobby Short|John Turturro|J.T. Walsh|Sam Waterston
6995,65832,5227.0,Hercules in New York,3.97439,3.7,63.0,Action|Adventure|Comedy|Fantasy|Science Fiction,new york|hercules,Arthur Allan Seidelman,Arnold Schwarzenegger|Deborah Loomis|Taina Elg|James Karen|Arnold Stang
6996,102034,8010.0,Highlander II: The Quickening,8.032638,4.5,213.0,Action|Fantasy|Science Fiction,new york|scotland|immortal,Russell Mulcahy,Christopher Lambert|Sean Connery|Virginia Madsen|Michael Ironside|John C. McGinley|Phillip Brock|Rusty Schwimmer|Ed Trucco|Steven Grives|Jimmy Murray|Pete Antico|Peter Bucossi|Peter Bromilow|Jeff Altman|Allan Rich
6997,104427,10410.0,Hoffa,5.027522,6.1,84.0,Crime|History,power|trade union|gangster,Danny DeVito,Jack Nicholson|Danny DeVito|Armand Assante|J.T. Walsh|John C. Reilly|Natalija Nogulich|Kevin Crowley|Robert Prosky|Kevin Anderson|Frank Whaley|John Judd|John P. Ryan|Nicholas Pryor|Paul Guilfoyle|Karen Young|Cliff Gorman|Joanne Neer|Joe Greco|Jim Ochs|Joe Quasarano|Don Brockett|Nicholas Giordano|Dale Young|Jennifer Nicholson|Don Vargo|Anthony Cannata|Valentino Cimo|Willy Rizzo|Tom Finnegan|Kirk Anderson|Sam Nicotero|John Malloy|Louis Giambalvo|Robin Eurich|Robert Maffia|Gerry Becker|Shirley Prestia|John Hackett|Peter J. Reineman|Joey Dal Santo|Tomasino Baratta|Angela Block|Anna Marie Knierim|Staci Marie Marcum|Alton Bouchard|Dennis Tolkach|Jeff Howell|Fred Scialla|Christopher Otto|Annette DePetris|William Cameron|Rudy E. Morrison|Joanne Deak|Richard Schiff|Allison Robinson|Steve Witting|Kathy Hartsell|Philip Perlman|Sean P. Bello|Robert L. Feist|Peter Spellos|Steven E. Goldsmith|Marty Perlov|Tim Gamble|Thomas D. Mahard|Gary Houston|Dinah Lynch|Jillian Alyse Cardillo|Jacqulyne Marie Cardillo|Chet Badalato|David Regal|Paul M. White|James 'Ike' Eichling|Dean Wells|Bill Dalzell|Samson Barkhordarian|Alex A. Kvassay|Larry John Meyers|John 'Cha Cha' Ciarcia|Sherri Mazie|Dave Shemo|David Calvin Berg|David Sconduto|Tony Amen|Lena Banks|Sam Bauso|Tim Burton|Scott Campbell|Stephen Detherage|Thomas F. Evans|April Freeman|Steven Hauptman|Steven Hauptman|John W. Iwanonkiw|Bruno Kirby|Tim Lovelace|Anthony Moscato|Phil Nardozzi|Dave Petti|John Pullum|T.W. Reed|Daniel Riggs|Timilee Romolini|Keith Schrader|Joe Shelby|Ursula Whittaker
6999,104452,10407.0,Housesitter,4.569249,5.6,111.0,Comedy|Romance,lie|architect|false identity|family,Frank Oz,Steve Martin|Goldie Hawn|Dana Delany|Suzanne Whang|Donald Moffat|Peter MacNicol|Julie Harris|Richard B. Shull|Laurel Cronin|Roy Cooper|Christopher Durang|Heywood Hale Broun|Cherry Jones|Vasek Simek|Mary Klug
7000,102070,9292.0,Hudson Hawk,9.782014,5.4,275.0,Action|Adventure|Comedy,vatican|paint|master thief,Michael Lehmann,Bruce Willis|Danny Aiello|Andie MacDowell|James Coburn|Richard E. Grant|Sandra Bernhard|David Caruso|Frank Stallone
7001,77745,11850.0,Invasion of the Body Snatchers,5.219641,7.1,231.0,Horror|Mystery|Science Fiction|Thriller,taxi|san francisco|1970s|psychoanalysis|remake|alien|alien invasion|alien infection|epidemic|biologist|doppelganger|emotionless,Philip Kaufman,Donald Sutherland|Brooke Adams|Leonard Nimoy|Veronica Cartwright|Jeff Goldblum|Art Hindle|Lelia Goldoni|Kevin McCarthy|Don Siegel|Tom Luddy|Stan Ritchie|David Fisher
7002,100151,48745.0,Mindwalk,0.1223,6.5,13.0,Drama,independent film,Bernt Amadeus Capra,Liv Ullmann|Sam Waterston|John Heard|Ione Skye
7003,102181,2297.0,Kafka,7.6932740000000015,6.6,28.0,Comedy|Drama|Mystery,secret|worker|writer|co-worker,Steven Soderbergh,Jeremy Irons|Theresa Russell|Armin Mueller-Stahl|Joel Grey|Ian Holm|Jeroen Krabbé|Alec Guinness|Brian Glover|Keith Allen
7004,99938,951.0,Kindergarten Cop,3.67003,5.8,643.0,Comedy,crime fighter|cook|drug deal|dying and death|kindergarten|kiss|police|teacher,Ivan Reitman,"Arnold Schwarzenegger|Penelope Ann Miller|Pamela Reed|Linda Hunt|Richard Tyson|Alix Koromzay|Carroll Baker|Cathy Moriarty|Joseph Cousins|Christian Cousins|Park Overall|Richard Portnow|Tom Kurlander|Betty Lou Henson|Jayne Brook|Tom Dugan|Catherine Reitman|Miko Hughes|Adam Wylie|Michael Chapman|Odette Annable|Heidi Swedberg|Bob Nelson|Molly Cleator|Eugene Elman|Susan Burns|Jason Stuart|Ray Glanzmann|Ed Crick|Angela Bassett|Chi Muoi Lo|John Hammil|Steve Park|John Steinkamp|Charlie Holliday|Lee Forest|Judy Wix|Galen Yuen|Frankie Avina|Terry Golden|Lee Dupree|Debra Casey|Peter Mark Vasquez|Jacques Apollo Bolton|Leo Lee|Kenneth Chapman|Rick Jones|Mimi J. Kauffman|Tiffany Reaves|Jason Reitman|Anne Merrem|Arlene J. Phalon|Justin Page|Peter Rakow|Sarah Rose Karr|Marissa Rosen|Ben McCreary|Robert Cave|Ben Diskin|Tameka Runnels|Medha Garg|Brian Wagner|John Christian Graas|Jimmy Darrin Jackson III|Ian Baumer|Amy Wald|Tiffany Mataras|Krystle Mataras|James Chance|Nicole Nagorsky|Ross Malinger|Amber Reaves|Tina Hart|Emily Ann Lloyd|Haley Hileman|Bethany Allyn|Zachary Marsh|Anthony Wong|Remone Bradley|Jaime Lucero Jr.|Gary Rodriguez|Thomas Rosales, Jr.|William Rossman|Rob Wegner|Kim Delgado"
7005,102216,10804.0,King Ralph,5.1692230000000015,5.3,88.0,Comedy|Family,love at first sight|love of one's life|kingdom|lover|royal family|kiss|fish out of water|king|double,David S. Ward,John Goodman|Peter O'Toole|John Hurt|Camille Coduri|Richard Griffiths|Leslie Phillips|James Villiers|Joely Richardson|Niall O'Brien|Julian Glover|Judy Parfitt|Ed Stobart|Gedren Heller|Rudolph Walker|Sally Nesbitt|Ann Beach|Jack Smethurst|Roger Ashton-Griffiths|Dallas Adams|Guy Fithen|Tim Seely|Alison McGuire
7007,102266,9319.0,The Last Boy Scout,10.550259,6.5,502.0,Action|Thriller,bomb|corrupt|assassin|sniper|anti hero|cocaine|senate|strip club|cynic|puppet|swimming pool|dysfunctional marriage|los angeles|police detective|alcohol|private detective|bribery|frame up|exotic dancer|child kidnapping,Tony Scott,Bruce Willis|Damon Wayans|Chelsea Field|Noble Willingham|Halle Berry|Danielle Harris|Bruce McGill|Kim Coates|Taylor Negron|Badja Djola|Chelcie Ross|Joe Santos|Clarence Felder|Tony Longo|Frank Collison|Bill Medley|Verne Lundquist|Dick Butkus|Lynn Swann|Billy Blanks|Ken Kells|Моррис Честнат|Michael J. Fisher|Doug Simpson|Joe El Rady|Teal Roberts|Sara Suzanne Brown|Eddie Griffin|Duke Valenti
7008,70849,1643.0,Last Tango in Paris,12.74564,7.1,240.0,Drama|Romance,paris|sex|nudity|business man|love|tragedy|relationship|american|woman|apartment|extramarital affair,Bernardo Bertolucci,Marlon Brando|Maria Schneider|Jean-Pierre Léaud|Catherine Breillat|Gitt Magrini|Marie-Hélène Breillat|Maria Michi|Giovanna Galletti|Catherine Allégret|Luce Marquand|Veronica Lazar|Massimo Girotti
7009,104756,2007.0,Lorenzo's Oil,9.968395,6.6,108.0,Drama,parent child relationship|medicine|loss of child|dying and death,George Miller,Susan Sarandon|Nick Nolte|Peter Ustinov|Ann Hearn|Maduka Steady|Aaron Jackson|Laura Linney
7010,101316,10995.0,The Lover,7.281965,6.5,100.0,Drama|Romance,male nudity|female nudity|prostitute|sex|based on novel|age difference|lolita|virgin|narration|nudity|arranged marriage|vietnam|underwear|forbidden love|one-sided love|lover|indochina|love|interracial relationship|family relationships|domestic abuse|sexual attraction|loss of virginity|statutory rape|older man younger woman relationship|lust|kiss|desire|cult film|face slap|sexual awakening|teenage sex|french colony|1920s,Jean-Jacques Annaud,Jane March|Tony Leung Ka-Fai|Frédérique Meininger|Arnaud Giovaninetti|Melvil Poupaud
7011,91495,8047.0,Matador,3.518094,6.7,43.0,Drama|Thriller,angel|rape|bullfight|drowning|religious education|necrophilia|sadomasochism|matador|bullfight,Pedro Almodóvar,Assumpta Serna|Antonio Banderas|Nacho Martínez|Eva Cobo|Julieta Serrano|Chus Lampreave|Carmen Maura|Eusebio Poncela
7012,100201,2612.0,Mr. Destiny,4.414928,6.1,60.0,Fantasy|Comedy|Science Fiction|Romance,wish,James Orr,Jim Belushi|Michael Caine|Linda Hamilton|Jon Lovitz|Rene Russo|Courteney Cox|Hart Bochner|Bill McCutcheon
7013,48424,3112.0,The Night of the Hunter,7.892336999999999,7.9,335.0,Thriller|Crime,prison|window|fanatic|count|murder|children|money|theft|doll|classic noir|film noir,Charles Laughton,Robert Mitchum|Shelley Winters|Billy Chapin|Sally Jane Bruce|Lillian Gish|James Gleason|Evelyn Varden|Don Beddoe|Gloria Castillo|Peter Graves
7016,93692,1825.0,Over the Top,8.431956,5.7,331.0,Action|Drama,sport|bad father-in-law,Menahem Golan,Sylvester Stallone|Robert Loggia|Rick Zumwalt|David Mendenhall|Bruce Way|Sam Scarber|Chris McCarty|Terry Funk|Allan Graf
7017,105104,10538.0,Passenger 57,18.451321,5.6,264.0,Action|Adventure|Thriller,airport|florida|fbi|hijack|ex-cop|los angeles|fbi agent,Kevin Hooks,Wesley Snipes|Bruce Payne|Tom Sizemore|Alex Datcher|Bruce Greenwood|Robert Hooks|Elizabeth Hurley|Michael Horse|Marc Macaulay|Ernie Lively|Duchess Tomasello|William Edward Roberts|James Short|Joel Fogel|Jane McPherson
7018,100404,11092.0,Presumed Innocent,7.025657000000002,6.6,155.0,Drama|Thriller|Crime|Mystery,loss of lover|lover (female)|investigator|lawyer|courtroom,Alan J. Pakula,Harrison Ford|Brian Dennehy|Raúl Juliá|Bonnie Bedelia|Paul Winfield|Greta Scacchi|John Spencer|Joe Grifasi|Tom Mardirosian|Anna Maria Horsford|Sab Shimono|Bradley Whitford|Christine Estabrook|Michael Tolan|Madison Arnold|Joseph Mazzello|Tucker Smallwood|Peter Appel|Joseph Carberry|Bill Winkler|Ed Wheeler|Jeffrey Wright
7020,102721,14904.0,Proof,2.616309,6.3,24.0,Drama,photograph|independent film|blind|woman director|blind man,Jocelyn Moorhouse,Hugo Weaving|Russell Crowe|Geneviève Picot|Heather Mitchell|Jeffrey Walker|Daniel Pollock|Frankie J. Holden|Frank Gallacher|Saskia Post|Belinda Davey|Cliff Ellen|Tania Uren
7022,266308,3176.0,Battle Royale,12.701098,7.3,992.0,Drama|Thriller|Adventure,island|television|survivor|soldier|battle|death,Kinji Fukasaku,Takeshi Kitano|Tsuyako Kinoshita|Eri Ishikawa|Sayaka Ikeda|Tomomi Shimaki|Tamaki Mihara|Yukari Kanasawa|Misao Kato|Takayo Mimura|Hitomi Hyuga|Anna Nagata|Kou Shibasaki|Satomi Ishii|Chiaki Kuriyama|Haruka Nomiyama|Aki Maeda|Satomi Hanamura|Sayaka Kamiya|Aki Inoue|Asami Kanai|Mai Sekiguchi|Takako Baba|Shin Kusaka|Ren Matsuzawa|Shigehiro Yamaguchi|Taro Yamamoto|Masanobu Ando|Yukihiro Kotani|Sousuke Takaoka|Yutaka Shimada|Tatsuya Fujiwara|Hirohito Honda|Yousuke Shibata|Takashi Tsukamoto|Jirô Nitta|Yasuomi Sano|Yuko Miyamura|Kazutoshi Yokoyama|Minami|Yuuki Masuda|Shigeki Hirokawa|Ai Iwamura|Ai Maeda|Michi Yamamura|Suzuka Tonegawa|Taro Suwa|Reiko Kataoka|Takeyuki Hirai|Tomu Asakawa|Yûya Nakahara|Takashi Komori|Ryôta Nakamura|Akihiro Ugajin|Yôichi Murakami|Tsuguharu Niizaki|Jun'ichi Nashiki|Hiroshi Kitagawa|Hideaki Kawashima|Umiji Tasaki|Hidetsugu Okumura|Daisuke Yazawa|Nobuki Baba|Naoki Iwasawa|Kôji Tokuhisa|Mikiya Sanada|Kazuhiro Yokokura|Shigeki Homma|Kazuo Araki|Gôshi Matsuhara|Akira Yoshizawa|Kenzo Shirahama|Kanji Okumura|Shôji Takano|Ryouji Sugimoto|Hajime Yoneda|Hideaki Kojima|Nanami Ohta|Ayana Noguchi|Kotaru Kamijou|Hirobumi Seki|Kiyoyuki Matsumoto|Gou Ryugawa|Ken Nakaide|Kanako Fukaura|Shiro Go|Gouki Nishimura|Osamu Ohnishi|Satoshi Yokomichi|Junichi Naitou|Mitsuaki Tachikawa|Tetsu Masuda|Takashi Taniguchi
7023,107156,9261.0,The Wedding Banquet,2.709403,6.8,42.0,Comedy|Drama|Romance,gay|new york|father son relationship|wife husband relationship|coming out|wedding night|china|homosexuality|independent film|wedding|family,Ang Lee,Kuei Ya-Lei|Sihung Lung|May Chin|Winston Chao|Mitchell Lichtenstein|Dion Birney|Michael Gaston|Ang Lee
7024,73650,5336.0,"Salò, or the 120 Days of Sodom",7.705478999999999,6.4,332.0,History|War|Drama|Horror,italy|rape|fascism|nudity|bishop|fascist|sadism|torture|sexual torture|catholicism,Pier Paolo Pasolini,Paolo Bonacelli|Giorgio Cataldi|Umberto Paolo Quintavalle|Aldo Valletti|Hélène Surgère|Sonia Saviange|Sergio Fascetti|Bruno Musso|Franco Merli|Rinaldo Missaglia|Giuseppe Patruno|Guido Galletti|Efisio Etzi|Claudio Troccoli|Fabrizio Menichini|Maurizio Valaguzza|Ezio Manni|Caterina Boratto|Elsa De Giorgi|Giuliana Melis|Faridah Malik|Graziella Aniceto|Renata Moar|Dorit Henke|Antiniska Nemour|Benedetta Gaetani|Olga Andreis|Giuliana Melis|Faridah Malik|Graziella Aniceto|Renata Moar|Dorit Henke|Antiniska Nemour|Benedetta Gaetani|Olga Andreis|Ines Pellegrini
7025,102443,23908.0,A Midnight Clear,7.210452,6.9,29.0,Drama|History,germany|world war ii|christmas,Keith Gordon,Peter Berg|Kevin Dillon|Arye Gross|Ethan Hawke|Gary Sinise|Frank Whaley|John C. McGinley|Larry Joshua|David Jensen|Curt Lowens|Rachel Griffin|Timothy S. Shoemaker|Kelly Gately|Bill Osborn|Andre Lamal
